"","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR"
"875",2021-11-01,"Vallecano","Celta",0,0,"D"
"876",2021-11-01,"Levante","Granada",0,3,"A"
"877",2021-11-05,"Ath Bilbao","Cadiz",0,1,"A"
"878",2021-11-06,"Espanol","Granada",2,0,"H"
"879",2021-11-06,"Celta","Barcelona",3,3,"D"
"880",2021-11-06,"Alaves","Levante",2,1,"H"
"881",2021-11-06,"Real Madrid","Vallecano",2,1,"H"
"882",2021-11-07,"Villarreal","Getafe",1,0,"H"
"883",2021-11-07,"Valencia","Ath Madrid",3,3,"D"
"884",2021-11-07,"Mallorca","Elche",2,2,"D"
"885",2021-11-07,"Osasuna","Sociedad",0,2,"A"
"886",2021-11-07,"Betis","Sevilla",0,2,"A"
"887",2021-11-19,"Levante","Ath Bilbao",0,0,"D"
"888",2021-11-20,"Celta","Villarreal",1,1,"D"
"889",2021-11-20,"Sevilla","Alaves",2,2,"D"
"890",2021-11-20,"Ath Madrid","Osasuna",1,0,"H"
"891",2021-11-20,"Barcelona","Espanol",1,0,"H"
"892",2021-11-21,"Getafe","Cadiz",4,0,"H"
"893",2021-11-21,"Granada","Real Madrid",1,4,"A"
"894",2021-11-21,"Elche","Betis",0,3,"A"
"895",2021-11-21,"Sociedad","Valencia",0,0,"D"
"896",2021-11-22,"Vallecano","Mallorca",3,1,"H"
"897",2021-11-26,"Ath Bilbao","Granada",2,2,"D"
"898",2021-11-27,"Alaves","Celta",1,2,"A"
"899",2021-11-27,"Valencia","Vallecano",1,1,"D"
"900",2021-11-27,"Mallorca","Getafe",0,0,"D"
"901",2021-11-27,"Villarreal","Barcelona",1,3,"A"
"902",2021-11-28,"Betis","Levante",3,1,"H"
"903",2021-11-28,"Espanol","Sociedad",1,0,"H"
"904",2021-11-28,"Cadiz","Ath Madrid",1,4,"A"
"905",2021-11-28,"Real Madrid","Sevilla",2,1,"H"
"906",2021-11-29,"Osasuna","Elche",1,1,"D"
"907",2021-12-01,"Real Madrid","Ath Bilbao",1,0,"H"
"908",2021-12-03,"Granada","Alaves",2,1,"H"
"909",2021-12-04,"Sevilla","Villarreal",1,0,"H"
"910",2021-12-04,"Barcelona","Betis",0,1,"A"
"911",2021-12-04,"Ath Madrid","Mallorca",1,2,"A"
"912",2021-12-04,"Sociedad","Real Madrid",0,2,"A"
"913",2021-12-05,"Vallecano","Espanol",1,0,"H"
"914",2021-12-05,"Elche","Cadiz",3,1,"H"
"915",2021-12-05,"Levante","Osasuna",0,0,"D"
"916",2021-12-05,"Celta","Valencia",1,2,"A"
"917",2021-12-06,"Getafe","Ath Bilbao",0,0,"D"
"918",2021-12-10,"Mallorca","Celta",0,0,"D"
"919",2021-12-11,"Espanol","Levante",4,3,"H"
"920",2021-12-11,"Alaves","Getafe",1,1,"D"
"921",2021-12-11,"Valencia","Elche",2,1,"H"
"922",2021-12-11,"Ath Bilbao","Sevilla",0,1,"A"
"923",2021-12-12,"Villarreal","Vallecano",2,0,"H"
"924",2021-12-12,"Osasuna","Barcelona",2,2,"D"
"925",2021-12-12,"Betis","Sociedad",4,0,"H"
"926",2021-12-12,"Real Madrid","Ath Madrid",2,0,"H"
"927",2021-12-13,"Cadiz","Granada",1,1,"D"
"928",2021-12-17,"Celta","Espanol",3,1,"H"
"929",2021-12-18,"Vallecano","Alaves",2,0,"H"
"930",2021-12-18,"Sociedad","Villarreal",1,3,"A"
"931",2021-12-18,"Barcelona","Elche",3,2,"H"
"932",2021-12-18,"Sevilla","Ath Madrid",2,1,"H"
"933",2021-12-19,"Granada","Mallorca",4,1,"H"
"934",2021-12-19,"Ath Bilbao","Betis",3,2,"H"
"935",2021-12-19,"Getafe","Osasuna",1,0,"H"
"936",2021-12-19,"Real Madrid","Cadiz",0,0,"D"
"937",2021-12-20,"Levante","Valencia",3,4,"A"
"938",2021-12-21,"Villarreal","Alaves",5,2,"H"
"939",2021-12-21,"Sevilla","Barcelona",1,1,"D"
"940",2021-12-22,"Granada","Ath Madrid",2,1,"H"
"941",2021-12-22,"Ath Bilbao","Real Madrid",1,2,"A"
"942",2021-12-31,"Valencia","Espanol",1,2,"A"
"943",2022-01-02,"Getafe","Real Madrid",1,0,"H"
"944",2022-01-02,"Ath Madrid","Vallecano",2,0,"H"
"945",2022-01-02,"Elche","Granada",0,0,"D"
"946",2022-01-02,"Alaves","Sociedad",1,1,"D"
"947",2022-01-02,"Betis","Celta",0,2,"A"
"948",2022-01-02,"Mallorca","Barcelona",0,1,"A"
"949",2022-01-03,"Villarreal","Levante",5,0,"H"
"950",2022-01-03,"Osasuna","Ath Bilbao",1,3,"A"
"951",2022-01-03,"Cadiz","Sevilla",0,1,"A"
"952",2022-01-08,"Levante","Mallorca",2,0,"H"
"953",2022-01-08,"Sociedad","Celta",1,0,"H"
"954",2022-01-08,"Granada","Barcelona",1,1,"D"
"955",2022-01-08,"Real Madrid","Valencia",4,1,"H"
"956",2022-01-09,"Vallecano","Betis",1,1,"D"
"957",2022-01-09,"Sevilla","Getafe",1,0,"H"
"958",2022-01-09,"Alaves","Ath Bilbao",0,0,"D"
"959",2022-01-09,"Osasuna","Cadiz",2,0,"H"
"960",2022-01-09,"Villarreal","Ath Madrid",2,2,"D"
"961",2022-01-10,"Espanol","Elche",1,2,"A"
"962",2022-01-16,"Elche","Villarreal",1,0,"H"
"963",2022-01-18,"Betis","Alaves",4,0,"H"
"964",2022-01-18,"Cadiz","Espanol",2,2,"D"
"965",2022-01-19,"Celta","Osasuna",2,0,"H"
"966",2022-01-19,"Valencia","Sevilla",1,1,"D"
"967",2022-01-20,"Getafe","Granada",4,2,"H"
"968",2022-01-21,"Espanol","Betis",1,4,"A"
"969",2022-01-22,"Levante","Cadiz",0,2,"A"
"970",2022-01-22,"Villarreal","Mallorca",3,0,"H"
"971",2022-01-22,"Sevilla","Celta",2,2,"D"
"972",2022-01-22,"Ath Madrid","Valencia",3,2,"H"
"973",2022-01-23,"Granada","Osasuna",0,2,"A"
"974",2022-01-23,"Real Madrid","Elche",2,2,"D"
"975",2022-01-23,"Sociedad","Getafe",0,0,"D"
"976",2022-01-23,"Vallecano","Ath Bilbao",0,1,"A"
"977",2022-01-23,"Alaves","Barcelona",0,1,"A"
"978",2022-02-04,"Getafe","Levante",3,0,"H"
"979",2022-02-05,"Elche","Alaves",3,1,"H"
"980",2022-02-05,"Mallorca","Cadiz",2,1,"H"
"981",2022-02-05,"Celta","Vallecano",2,0,"H"
"982",2022-02-05,"Osasuna","Sevilla",0,0,"D"
"983",2022-02-06,"Valencia","Sociedad",0,0,"D"
"984",2022-02-06,"Barcelona","Ath Madrid",4,2,"H"
"985",2022-02-06,"Betis","Villarreal",0,2,"A"
"986",2022-02-06,"Real Madrid","Granada",1,0,"H"
"987",2022-02-07,"Ath Bilbao","Espanol",2,1,"H"
"988",2022-02-11,"Sevilla","Elche",2,0,"H"
"989",2022-02-12,"Cadiz","Celta",0,0,"D"
"990",2022-02-12,"Villarreal","Real Madrid",0,0,"D"
"991",2022-02-12,"Vallecano","Osasuna",0,3,"A"
"992",2022-02-12,"Ath Madrid","Getafe",4,3,"H"
"993",2022-02-13,"Alaves","Valencia",2,1,"H"
"994",2022-02-13,"Levante","Betis",2,4,"A"
"995",2022-02-13,"Sociedad","Granada",2,0,"H"
"996",2022-02-13,"Espanol","Barcelona",2,2,"D"
"997",2022-02-14,"Mallorca","Ath Bilbao",3,2,"H"
"998",2022-02-16,"Ath Madrid","Levante",0,1,"A"
"999",2022-02-18,"Elche","Vallecano",2,1,"H"
"1000",2022-02-19,"Granada","Villarreal",1,4,"A"
"1001",2022-02-19,"Osasuna","Ath Madrid",0,3,"A"
"1002",2022-02-19,"Cadiz","Getafe",1,1,"D"
"1003",2022-02-19,"Real Madrid","Alaves",3,0,"H"
"1004",2022-02-20,"Espanol","Sevilla",1,1,"D"
"1005",2022-02-20,"Valencia","Barcelona",1,4,"A"
"1006",2022-02-20,"Betis","Mallorca",2,1,"H"
"1007",2022-02-20,"Ath Bilbao","Sociedad",4,0,"H"
"1008",2022-02-21,"Celta","Levante",1,1,"D"
"1009",2022-02-25,"Levante","Elche",3,0,"H"
"1010",2022-02-26,"Mallorca","Valencia",0,1,"A"
"1011",2022-02-26,"Getafe","Alaves",2,2,"D"
"1012",2022-02-26,"Vallecano","Real Madrid",0,1,"A"
"1013",2022-02-26,"Ath Madrid","Celta",2,0,"H"
"1014",2022-02-27,"Villarreal","Espanol",5,1,"H"
"1015",2022-02-27,"Sevilla","Betis",2,1,"H"
"1016",2022-02-27,"Sociedad","Osasuna",1,0,"H"
"1017",2022-02-27,"Barcelona","Ath Bilbao",4,0,"H"
"1018",2022-02-28,"Granada","Cadiz",0,0,"D"
"1019",2022-03-02,"Mallorca","Sociedad",0,2,"A"
"1020",2022-03-04,"Alaves","Sevilla",0,0,"D"
"1021",2022-03-05,"Osasuna","Villarreal",1,0,"H"
"1022",2022-03-05,"Espanol","Getafe",2,0,"H"
"1023",2022-03-05,"Valencia","Granada",3,1,"H"
"1024",2022-03-05,"Real Madrid","Sociedad",4,1,"H"
"1025",2022-03-06,"Cadiz","Vallecano",2,0,"H"
"1026",2022-03-06,"Elche","Barcelona",1,2,"A"
"1027",2022-03-06,"Celta","Mallorca",4,3,"H"
"1028",2022-03-06,"Betis","Ath Madrid",1,3,"A"
"1029",2022-03-07,"Ath Bilbao","Levante",3,1,"H"
"1030",2022-03-11,"Ath Madrid","Cadiz",2,1,"H"
"1031",2022-03-12,"Levante","Espanol",1,1,"D"
"1032",2022-03-12,"Granada","Elche",0,1,"A"
"1033",2022-03-12,"Villarreal","Celta",1,0,"H"
"1034",2022-03-12,"Getafe","Valencia",0,0,"D"
"1035",2022-03-13,"Vallecano","Sevilla",1,1,"D"
"1036",2022-03-13,"Betis","Ath Bilbao",1,0,"H"
"1037",2022-03-13,"Sociedad","Alaves",1,0,"H"
"1038",2022-03-13,"Barcelona","Osasuna",4,0,"H"
